Date;veic_lt;veic_ln;veic_li;veic_prod;veic_exp;auto_lt;auto_ln;auto_li;auto_prod;auto_exp;comlev_lt;comlev_ln;comlev_li;comlev_prod;comlev_exp;cam_lt;cam_ln;cam_li;cam_prod;cam_exp;on_lt;on_ln;on_li;on_prod;on_exp
jan/57;2009;2009;0;2317;0;758;758;0;1091;0;104;104;0;97;0;1037;1037;0;981;0;110;110;0;148;0
fev/57;2091;2091;0;2144;0;624;624;0;788;0;107;107;0;96;0;1262;1262;0;1103;0;98;98;0;157;0
mar/57;2802;2802;0;2660;0;817;817;0;1057;0;133;133;0;123;0;1706;1706;0;1290;0;146;146;0;190;0
abr/57;2530;2530;0;2449;0;722;722;0;890;0;105;105;0;118;0;1525;1525;0;1266;0;178;178;0;175;0
mai/57;2889;2889;0;2788;0;853;853;0;1012;0;147;147;0;141;0;1698;1698;0;1439;0;191;191;0;196;0
jun/57;2913;2913;0;2740;0;1010;1010;0;976;0;115;115;0;144;0;1659;1659;0;1431;0;129;129;0;189;0
jul/57;3053;3053;0;2846;0;924;924;0;946;0;170;170;0;156;0;1589;1589;0;1541;0;370;370;0;203;0
ago/57;2922;2922;0;2740;0;834;834;0;902;0;136;136;0;156;0;1810;1810;0;1483;0;142;142;0;199;0
set/57;2373;2373;0;2635;0;791;791;0;808;0;150;150;0;143;0;1314;1314;0;1477;0;118;118;0;207;0
out/57;2170;2170;0;2646;0;760;760;0;791;0;98;98;0;148;0;1176;1176;0;1501;0;136;136;0;206;0
nov/57;1793;1793;0;2264;0;438;438;0;497;0;102;102;0;131;0;1097;1097;0;1460;0;156;156;0;176;0
dez/57;3432;3432;0;2313;0;947;947;0;691;0;165;165;0;135;0;2190;2190;0;1287;0;130;130;0;200;0
jan/58;4712;4712;0;4633;0;1642;1642;0;2173;0;1286;1286;0;548;0;1587;1587;0;1659;0;197;197;0;253;0
fev/58;4594;4594;0;4333;0;1443;1443;0;1656;0;1267;1267;0;619;0;1715;1715;0;1810;0;169;169;0;248;0
mar/58;5612;5612;0;5308;0;1833;1833;0;2093;0;698;698;0;761;0;2783;2783;0;2138;0;298;298;0;316;0
abr/58;4956;4956;0;4920;0;1655;1655;0;1804;0;569;569;0;736;0;2355;2355;0;2095;0;377;377;0;285;0
mai/58;5535;5535;0;5563;0;1864;1864;0;2035;0;748;748;0;837;0;2537;2537;0;2373;0;386;386;0;318;0
jun/58;5867;5867;0;5453;0;2137;2137;0;1954;0;642;642;0;836;0;2821;2821;0;2359;0;267;267;0;304;0
jul/58;5632;5632;0;5566;0;1947;1947;0;1807;0;819;819;0;898;0;2565;2565;0;2534;0;301;301;0;327;0
ago/58;5476;5476;0;5561;0;1775;1775;0;1853;0;751;751;0;911;0;2664;2664;0;2463;0;286;286;0;334;0
set/58;4689;4689;0;5202;0;1691;1691;0;1549;0;788;788;0;865;0;1974;1974;0;2451;0;236;236;0;337;0
out/58;4297;4297;0;5264;0;1582;1582;0;1530;0;608;608;0;893;0;1839;1839;0;2505;0;268;268;0;336;0
nov/58;3501;3501;0;4584;0;1066;1066;0;1035;0;617;617;0;829;0;1497;1497;0;2388;0;321;321;0;332;0
dez/58;6055;6055;0;4596;0;2042;2042;0;1319;0;739;739;0;770;0;3047;3047;0;2223;0;227;227;0;284;0
jan/59;8331;8331;0;7188;0;3370;3370;0;3719;0;2576;2576;0;932;0;2222;2222;0;2330;0;163;163;0;207;0
fev/59;8017;8017;0;6742;0;2885;2885;0;3100;0;2504;2504;0;1073;0;2436;2436;0;2365;0;192;192;0;204;0
mar/59;8741;8741;0;8307;0;3634;3634;0;3911;0;1166;1166;0;1307;0;3565;3565;0;2833;0;376;376;0;256;0
abr/59;7631;7631;0;7764;0;3201;3201;0;3427;0;951;951;0;1275;0;3106;3106;0;2829;0;373;373;0;233;0
mai/59;8664;8664;0;8754;0;3580;3580;0;3859;0;1190;1190;0;1436;0;3522;3522;0;3198;0;372;372;0;261;0
jun/59;9362;9362;0;8578;0;4074;4074;0;3694;0;1073;1073;0;1427;0;3967;3967;0;3208;0;248;248;0;249;0
jul/59;8702;8702;0;8815;0;3611;3611;0;3611;0;1281;1281;0;1536;0;3562;3562;0;3401;0;248;248;0;267;0
ago/59;8287;8287;0;8818;0;3366;3366;0;3602;0;1171;1171;0;1548;0;3508;3508;0;3395;0;242;242;0;273;0
set/59;7381;7381;0;8221;0;3190;3190;0;3144;0;1218;1218;0;1490;0;2744;2744;0;3312;0;229;229;0;275;0
out/59;6926;6926;0;8305;0;3117;3117;0;3112;0;955;955;0;1518;0;2556;2556;0;3401;0;298;298;0;274;0
nov/59;5560;5560;0;7249;0;2351;2351;0;2369;0;1043;1043;0;1416;0;1901;1901;0;3193;0;265;265;0;271;0
dez/59;9127;9127;0;7373;0;3641;3641;0;2623;0;1211;1211;0;1325;0;4122;4122;0;3192;0;153;153;0;233;0
jan/60;13847;13847;0;10258;0;8135;8135;0;6356;0;3231;3231;0;1210;0;2313;2313;0;2427;0;168;168;0;265;0
fev/60;12200;12200;0;9545;0;6207;6207;0;5428;0;3121;3121;0;1393;0;2598;2598;0;2461;0;274;274;0;263;0
mar/60;12374;12374;0;11759;0;6796;6796;0;6801;0;1494;1494;0;1694;0;3612;3612;0;2937;0;472;472;0;327;0
abr/60;9863;9863;0;10896;0;5010;5010;0;6011;0;1224;1224;0;1655;0;3186;3186;0;2926;0;443;443;0;304;0
mai/60;11182;11182;0;12214;0;5518;5518;0;6743;0;1513;1513;0;1839;0;3681;3681;0;3297;0;470;470;0;335;0
jun/60;12170;12170;0;11930;0;6586;6586;0;6466;0;1390;1390;0;1826;0;3905;3905;0;3313;0;289;289;0;325;0
jul/60;11001;11001;0;12204;0;5395;5395;0;6390;0;1615;1615;0;1965;0;3575;3575;0;3502;0;416;416;0;347;0
ago/60;10511;10511;0;12054;0;5240;5240;0;6285;0;1498;1498;0;1959;0;3521;3521;0;3459;0;252;252;0;351;0
set/60;9690;9690;0;11217;0;5036;5036;0;5552;0;1541;1541;0;1911;0;2822;2822;0;3397;0;291;291;0;357;0
out/60;9522;9522;0;11296;0;5296;5296;0;5499;0;1237;1237;0;1936;0;2612;2612;0;3508;0;377;377;0;353;0
nov/60;7625;7625;0;9761;0;4029;4029;0;4320;0;1352;1352;0;1807;0;1934;1934;0;3287;0;310;310;0;347;0
dez/60;11514;11514;0;9907;0;5514;5514;0;4628;0;1519;1519;0;1680;0;4294;4294;0;3296;0;187;187;0;303;0
jan/61;15023;15023;0;11358;105;9543;9543;0;7448;0;3763;3763;0;1942;0;1563;1563;0;1728;0;154;154;0;240;105
fev/61;12704;12704;0;10640;109;7233;7233;0;6599;0;3479;3479;0;1986;0;1814;1814;0;1811;0;178;178;0;244;109
mar/61;13573;13573;0;13148;82;8547;8547;0;8202;0;2235;2235;0;2479;0;2474;2474;0;2150;0;317;317;0;317;82
abr/61;10980;10980;0;11948;4;6535;6535;0;7267;0;1834;1834;0;2290;0;2248;2248;0;2106;0;363;363;0;285;4
mai/61;12282;12282;0;13472;13;7168;7168;0;8201;0;2237;2237;0;2569;0;2516;2516;0;2381;0;361;361;0;321;13
jun/61;13389;13389;0;13030;4;8146;8146;0;7852;0;2267;2267;0;2508;0;2742;2742;0;2370;0;234;234;0;300;4
jul/61;11959;11959;0;13330;2;6882;6882;0;7805;0;2318;2318;0;2678;0;2465;2465;0;2522;0;294;294;0;325;2
ago/61;11703;11703;0;13274;20;6809;6809;0;7778;0;2204;2204;0;2663;0;2463;2463;0;2508;0;227;227;0;325;20
set/61;10966;10966;0;12347;1;6574;6574;0;7037;0;2198;2198;0;2583;0;1964;1964;0;2398;0;230;230;0;329;1
out/61;10810;10810;0;12084;3;6841;6841;0;6872;0;1905;1905;0;2514;0;1799;1799;0;2379;0;265;265;0;319;3
nov/61;9253;9253;0;10557;27;5696;5696;0;5658;0;1988;1988;0;2298;0;1309;1309;0;2280;0;260;260;0;321;27
dez/61;12155;12155;0;10396;10;6889;6889;0;5718;0;2167;2167;0;2144;0;2932;2932;0;2258;0;167;167;0;276;10
jan/62;19890;19890;0;15045;47;12632;12632;0;10278;0;4940;4940;0;2253;0;2137;2137;0;2272;0;181;181;0;242;47
fev/62;17252;17252;0;13615;49;9875;9875;0;8896;0;4659;4659;0;2232;0;2529;2529;0;2253;0;189;189;0;234;49
mar/62;17885;17885;0;17103;36;11695;11695;0;11262;0;2478;2478;0;2824;0;3378;3378;0;2719;0;334;334;0;298;36
abr/62;14499;14499;0;15502;2;8979;8979;0;9857;0;2008;2008;0;2636;0;3127;3127;0;2742;0;385;385;0;267;2
mai/62;16183;16183;0;17647;6;9785;9785;0;11153;0;2534;2534;0;3005;0;3469;3469;0;3189;0;395;395;0;300;6
jun/62;17673;17673;0;17409;2;11081;11081;0;10839;0;2534;2534;0;3017;0;3800;3800;0;3262;0;258;258;0;291;2
jul/62;15674;15674;0;17519;1;9319;9319;0;10652;0;2673;2673;0;3149;0;3379;3379;0;3412;0;303;303;0;306;1
ago/62;15242;15242;0;17843;9;9183;9183;0;10845;0;2442;2442;0;3177;0;3353;3353;0;3503;0;264;264;0;318;9
set/62;14286;14286;0;16047;0;8843;8843;0;9453;0;2464;2464;0;2986;0;2730;2730;0;3288;0;249;249;0;320;0
out/62;13925;13925;0;16124;1;9054;9054;0;9472;0;2066;2066;0;3010;0;2516;2516;0;3320;0;289;289;0;322;1
nov/62;11581;11581;0;13674;12;7407;7407;0;7616;0;2086;2086;0;2642;0;1790;1790;0;3093;0;298;298;0;323;12
dez/62;16062;16062;0;13666;5;9351;9351;0;7703;0;2521;2521;0;2567;0;3986;3986;0;3121;0;204;204;0;275;5
jan/63;16706;16706;0;13148;0;11346;11346;0;9914;0;4030;4030;0;1759;0;1213;1213;0;1307;0;117;117;0;168;0
fev/63;15003;15003;0;12553;0;9480;9480;0;9141;0;3796;3796;0;1911;0;1585;1585;0;1333;0;142;142;0;168;0
mar/63;16224;16224;0;15600;0;11958;11958;0;11332;0;2134;2134;0;2392;0;1894;1894;0;1665;0;238;238;0;211;0
abr/63;13842;13842;0;14291;0;9911;9911;0;10178;0;1753;1753;0;2268;0;1889;1889;0;1653;0;289;289;0;192;0
mai/63;15269;15269;0;16104;0;10715;10715;0;11474;0;2156;2156;0;2541;0;2107;2107;0;1878;0;291;291;0;211;0
jun/63;16317;16317;0;15563;0;11841;11841;0;10997;0;2169;2169;0;2478;0;2122;2122;0;1884;0;185;185;0;204;0
jul/63;14178;14178;0;16075;0;9769;9769;0;11199;0;2246;2246;0;2661;0;1930;1930;0;1994;0;233;233;0;221;0
ago/63;13952;13952;0;16037;0;9630;9630;0;11180;0;2102;2102;0;2645;0;2037;2037;0;1986;0;183;183;0;226;0
set/63;13350;13350;0;14464;0;9399;9399;0;9800;0;2100;2100;0;2525;0;1654;1654;0;1911;0;197;197;0;228;0
out/63;12739;12739;0;15000;0;9248;9248;0;9998;0;1797;1797;0;2687;0;1496;1496;0;2083;0;198;198;0;232;0
nov/63;11375;11375;0;12830;0;8125;8125;0;8339;0;1855;1855;0;2366;0;1203;1203;0;1901;0;192;192;0;224;0
dez/63;14804;14804;0;12526;0;10140;10140;0;8114;0;2103;2103;0;2262;0;2406;2406;0;1961;0;155;155;0;189;0
jan/64;15095;15095;0;13941;16;11266;11266;0;10642;0;2445;2445;0;1707;0;1254;1254;0;1402;0;130;130;0;190;16
fev/64;13649;13649;0;13641;16;9703;9703;0;10167;0;2341;2341;0;1867;0;1458;1458;0;1411;0;147;147;0;196;16
mar/64;17280;17280;0;16779;12;12754;12754;0;12543;0;2263;2263;0;2294;0;2009;2009;0;1708;0;254;254;0;234;12
abr/64;14810;14810;0;15439;0;10767;10767;0;11341;0;1927;1927;0;2209;0;1839;1839;0;1673;0;277;277;0;216;0
mai/64;16448;16448;0;17209;3;11780;11780;0;12653;0;2374;2374;0;2440;0;2037;2037;0;1882;0;257;257;0;234;3
jun/64;17543;17543;0;16431;0;12723;12723;0;11972;0;2388;2388;0;2364;0;2198;2198;0;1871;0;234;234;0;224;0
jul/64;15464;15464;0;17187;0;10738;10738;0;12362;0;2445;2445;0;2550;0;1965;1965;0;2027;0;316;316;0;248;0
ago/64;14939;14939;0;16510;3;10620;10620;0;11866;0;2148;2148;0;2454;0;1961;1961;0;1947;0;210;210;0;243;3
set/64;14306;14306;0;15409;0;10332;10332;0;10732;0;2178;2178;0;2442;0;1586;1586;0;1985;0;210;210;0;250;0
out/64;13706;13706;0;15056;0;10088;10088;0;10331;0;1959;1959;0;2404;0;1471;1471;0;2078;0;188;188;0;243;0
nov/64;12253;12253;0;13080;4;9067;9067;0;8781;0;1930;1930;0;2168;0;1076;1076;0;1900;0;180;180;0;231;4
dez/64;15412;15412;0;13025;3;10597;10597;0;8767;0;2274;2274;0;2157;0;2320;2320;0;1906;0;221;221;0;195;3
jan/65;18280;18280;0;14007;30;14834;14834;0;10575;0;2032;2032;0;1695;0;1269;1269;0;1522;2;145;145;0;215;28
fev/65;15031;15031;0;13791;31;11399;11399;0;10311;0;1852;1852;0;1778;0;1613;1613;0;1481;2;167;167;0;221;29
mar/65;18480;18480;0;16702;24;13930;13930;0;12490;0;2279;2279;0;2190;0;1997;1997;0;1763;2;274;274;0;259;22
abr/65;14742;14742;0;15722;4;10562;10562;0;11649;0;1914;1914;0;2099;0;1926;1926;0;1722;0;340;340;0;252;4
mai/65;16306;16306;0;16995;7;11467;11467;0;12610;0;2353;2353;0;2242;0;2179;2179;0;1873;0;307;307;0;270;7
jun/65;17218;17218;0;16601;4;12357;12357;0;12223;0;2403;2403;0;2218;0;2202;2202;0;1890;0;256;256;0;270;4
jul/65;15389;15389;0;17059;2;10563;10563;0;12451;0;2423;2423;0;2356;0;2047;2047;0;1961;0;356;356;0;291;2
ago/65;15266;15266;0;16229;7;10700;10700;0;11915;0;2197;2197;0;2194;0;2136;2136;0;1844;1;233;233;0;276;6
set/65;14640;14640;0;15588;3;10467;10467;0;11152;0;2192;2192;0;2229;0;1749;1749;0;1918;1;232;232;0;289;2
out/65;14349;14349;0;15527;3;10578;10578;0;10993;0;1971;1971;0;2234;0;1586;1586;0;2015;0;214;214;0;285;3
nov/65;12855;12855;0;13770;9;9446;9446;0;9580;0;1958;1958;0;2015;0;1242;1242;0;1901;1;209;209;0;274;8
dez/65;15498;15498;0;13196;5;10491;10491;0;9092;0;2279;2279;0;1937;0;2505;2505;0;1938;0;223;223;0;229;5
jan/66;18283;18283;0;19054;69;13920;13920;0;14130;0;2452;2452;0;2597;0;1734;1734;0;2083;0;177;177;0;244;69
fev/66;16121;16121;0;16627;76;11613;11613;0;11810;0;2140;2140;0;2252;0;2175;2175;0;2311;0;193;193;0;254;76
mar/66;20672;20672;0;21018;54;14873;14873;0;14922;0;2830;2830;0;2937;0;2645;2645;0;2732;0;324;324;0;427;54
abr/66;17608;17608;0;17963;0;12284;12284;0;12611;0;2384;2384;0;2443;0;2533;2533;0;2560;0;407;407;0;349;0
mai/66;19896;19896;0;20989;5;13694;13694;0;14773;0;2926;2926;0;2973;0;2921;2921;0;2875;0;355;355;0;368;5
jun/66;20795;20795;0;19841;0;14422;14422;0;13771;0;3106;3106;0;3002;0;2951;2951;0;2728;0;316;316;0;340;0
jul/66;19093;19093;0;19971;0;12878;12878;0;13570;0;2979;2979;0;3075;0;2789;2789;0;2953;0;447;447;0;373;0
ago/66;18882;18882;0;20783;0;12945;12945;0;14270;0;2690;2690;0;2950;0;2963;2963;0;3218;0;284;284;0;345;0
set/66;18160;18160;0;19630;0;12791;12791;0;13680;0;2687;2687;0;2775;0;2413;2413;0;2897;0;269;269;0;278;0
out/66;17128;17128;0;17693;0;12184;12184;0;12548;0;2465;2465;0;2656;0;2219;2219;0;2272;0;260;260;0;217;0
nov/66;15733;15733;0;15736;3;11297;11297;0;10735;0;2378;2378;0;2241;0;1780;1780;0;2367;3;278;278;0;393;0
dez/66;19205;19205;0;15304;3;12651;12651;0;10532;0;2808;2808;0;2303;0;3424;3424;0;2102;0;322;322;0;367;3
jan/67;11147;11147;0;14222;4;8327;8327;0;10231;0;1222;1222;0;1881;0;1300;1300;0;1925;0;298;298;0;185;4
fev/67;14106;14106;0;14601;0;10228;10228;0;10504;0;2384;2384;0;2414;0;1205;1205;0;1476;0;289;289;0;207;0
mar/67;20427;20427;0;19034;3;14950;14950;0;14171;0;3154;3154;0;2979;0;1994;1994;0;1498;3;329;329;0;386;0
abr/67;16343;16343;0;17009;0;12008;12008;0;12302;0;2559;2559;0;2576;0;1415;1415;0;1775;0;361;361;0;356;0
mai/67;19945;19945;0;19832;0;14305;14305;0;14370;0;3056;3056;0;2945;0;2203;2203;0;2138;0;381;381;0;379;0
jun/67;21047;21047;0;21250;0;14547;14547;0;15075;0;3214;3214;0;3232;0;2879;2879;0;2543;0;407;407;0;400;0
jul/67;21069;21069;0;20881;0;14722;14722;0;14762;0;3310;3310;0;3434;0;2658;2658;0;2292;0;379;379;0;393;0
ago/67;21092;21092;0;23275;13;14478;14478;0;16735;0;3488;3488;0;3501;0;2660;2660;0;2603;0;466;466;0;436;13
set/67;19029;19029;0;19287;0;12753;12753;0;13091;0;3134;3134;0;3061;0;2668;2668;0;2647;0;474;474;0;488;0
out/67;21605;21605;0;21735;0;14871;14871;0;14772;0;3490;3490;0;3496;0;2769;2769;0;2999;0;475;475;0;468;0
nov/67;19518;19518;0;18486;15;13020;13020;0;12268;0;3268;3268;0;3116;0;2785;2785;0;2580;0;445;445;0;522;15
dez/67;21584;21584;0;15875;0;14773;14773;0;10081;0;3254;3254;0;2684;0;3073;3073;0;2665;0;484;484;0;445;0
jan/68;13178;13178;0;13647;0;8335;8335;0;8668;0;2000;2000;0;2015;0;2299;2299;0;2430;0;544;544;0;534;0
fev/68;19038;19038;0;18986;2;12908;12908;0;12932;0;3167;3167;0;3250;0;2448;2448;0;2317;2;515;515;0;487;0
mar/68;22584;22584;0;22557;0;14945;14945;0;14870;0;3885;3885;0;3833;0;3161;3161;0;3252;0;593;593;0;602;0
abr/68;22660;22660;0;22854;0;15002;15002;0;15237;0;3861;3861;0;3822;0;3219;3219;0;3214;0;578;578;0;581;0
mai/68;23842;23842;0;24722;4;15772;15772;0;16301;0;4014;4014;0;4296;0;3448;3448;0;3505;4;608;608;0;620;0
jun/68;22379;22379;0;22218;2;14124;14124;0;14155;0;4041;4041;0;3874;0;3719;3719;0;3717;1;495;495;0;472;1
jul/68;25556;25556;0;26643;0;16799;16799;0;17499;0;4494;4494;0;4729;0;3609;3609;0;3743;0;654;654;0;672;0
ago/68;25255;25255;0;24973;0;16499;16499;0;16341;0;4266;4266;0;4223;0;3823;3823;0;3730;0;667;667;0;679;0
set/68;24023;24023;0;24729;0;15718;15718;0;16268;0;4116;4116;0;4051;0;3534;3534;0;3736;0;655;655;0;674;0
out/68;27483;27483;0;28928;0;18738;18738;0;19465;0;4404;4404;0;4651;0;3664;3664;0;4143;0;677;677;0;669;0
nov/68;25865;25865;0;25923;0;18064;18064;0;18164;0;3927;3927;0;3931;0;3340;3340;0;3244;0;534;534;0;584;0
dez/68;26752;26752;0;23535;1;18155;18155;0;16022;0;3921;3921;0;3432;0;4194;4194;0;3611;0;482;482;0;470;1
jan/69;22250;22250;0;22599;3;15879;15879;0;15266;0;2878;2878;0;3397;0;3010;3010;0;3458;0;483;483;0;478;3
fev/69;27025;27025;0;26519;0;19671;19671;0;18929;0;3824;3824;0;3961;0;2986;2986;0;3134;0;544;544;0;495;0
mar/69;31048;31048;0;31635;0;23016;23016;0;22956;0;4279;4279;0;4496;0;3192;3192;0;3592;0;561;561;0;591;0
abr/69;32843;32843;0;30742;0;24063;24063;0;22901;0;4593;4593;0;4134;0;3606;3606;0;3150;0;581;581;0;557;0
mai/69;31566;31566;0;33115;8;22931;22931;0;24235;2;4497;4497;0;4599;0;3598;3598;0;3740;0;540;540;0;541;6
jun/69;29189;29189;0;31539;3;21335;21335;0;22528;1;3895;3895;0;4462;0;3426;3426;0;4006;0;533;533;0;543;2
jul/69;29403;29403;0;35174;1;20923;20923;0;25658;0;4435;4435;0;4910;0;3537;3537;0;4040;0;508;508;0;566;1
ago/69;29771;29771;0;30292;1;21023;21023;0;21806;0;4324;4324;0;4211;0;3939;3939;0;3747;0;485;485;0;528;1
set/69;25477;25477;0;33316;0;18584;18584;0;24592;0;3741;3741;0;4444;0;2704;2704;0;3721;0;448;448;0;559;0
out/69;26950;26950;0;26461;0;19392;19392;0;19450;0;4058;4058;0;3207;0;3131;3131;0;3412;0;369;369;0;392;0
nov/69;25301;25301;0;25069;2;18404;18404;0;18952;0;3698;3698;0;3378;0;2972;2972;0;2491;0;227;227;0;248;2
dez/69;38670;38670;0;27239;7;30581;30581;0;21402;0;4409;4409;0;3578;0;3332;3332;0;2078;4;348;348;0;181;3
jan/70;27805;27805;0;28789;24;21893;21893;0;22384;10;3490;3490;0;3787;5;2270;2270;0;2370;6;152;152;0;248;3
fev/70;28852;28852;0;29623;26;22104;22104;0;23169;11;4230;4230;0;3745;7;2269;2269;0;2452;6;249;249;0;257;2
mar/70;33168;33168;0;33665;27;25948;25948;0;25695;10;4209;4209;0;4474;7;2692;2692;0;3178;7;319;319;0;318;3
abr/70;37325;37325;0;35810;28;28875;28875;0;27795;11;4607;4607;0;4665;3;3518;3518;0;3040;10;325;325;0;310;4
mai/70;32931;32931;0;33531;32;24737;24737;0;25664;14;4298;4298;0;4418;4;3418;3418;0;3030;10;478;478;0;419;4
jun/70;33928;33928;0;36615;37;25891;25891;0;27630;16;4318;4318;0;4930;6;3328;3328;0;3603;11;391;391;0;452;4
jul/70;35154;35154;0;37220;38;26911;26911;0;27806;17;4831;4831;0;5049;6;3146;3146;0;3904;13;266;266;0;461;2
ago/70;33355;33355;0;32557;37;24605;24605;0;24232;16;4752;4752;0;4350;7;3449;3449;0;3687;12;549;549;0;288;2
set/70;36388;36388;0;36459;34;27772;27772;0;27615;16;4707;4707;0;4965;8;3594;3594;0;3616;8;315;315;0;263;2
out/70;40841;40841;0;39353;40;31522;31522;0;31131;18;5366;5366;0;5018;8;3621;3621;0;2859;11;332;332;0;345;3
nov/70;41496;41496;0;39133;43;32664;32664;0;30607;19;4848;4848;0;4745;8;3550;3550;0;3346;14;434;434;0;435;2
dez/70;35461;35461;0;33334;43;27768;27768;0;25846;17;4068;4068;0;3923;9;3312;3312;0;3303;14;313;313;0;262;3
jan/71;26249;26249;0;28115;6;20091;20091;0;21788;2;2966;2966;0;2819;1;2931;2931;0;3207;0;261;261;0;301;3
fev/71;34923;34923;0;33972;33;28878;28878;0;28032;4;3120;3120;0;2956;1;2668;2668;0;2642;26;257;257;0;342;2
mar/71;42873;42873;0;43812;96;34928;34928;0;35581;10;4303;4303;0;4358;5;3281;3281;0;3510;80;361;361;0;363;1
abr/71;42866;42866;0;43658;61;35154;35154;0;35588;14;4552;4552;0;4746;24;2839;2839;0;3029;23;321;321;0;295;0
mai/71;46235;46235;0;45828;107;37529;37529;0;37624;17;4983;4983;0;5036;41;3344;3344;0;2831;42;379;379;0;337;7
jun/71;45877;45877;0;46706;53;36845;36845;0;37707;5;5287;5287;0;5313;4;3295;3295;0;3274;43;450;450;0;412;1
jul/71;41810;41810;0;48393;56;33540;33540;0;39117;9;4898;4898;0;5413;6;2916;2916;0;3433;31;456;456;0;430;10
ago/71;40694;40694;0;46518;39;32575;32575;0;36499;17;4776;4776;0;5520;4;3044;3044;0;4143;16;299;299;0;356;2
set/71;43428;43428;0;41009;43;34774;34774;0;32667;9;4836;4836;0;4985;1;3427;3427;0;2981;33;391;391;0;376;0
out/71;48943;48943;0;48993;61;39174;39174;0;39951;20;5583;5583;0;5050;7;3713;3713;0;3544;31;473;473;0;448;3
nov/71;48079;48079;0;46108;104;39214;39214;0;37579;72;5372;5372;0;5043;11;3154;3154;0;3073;20;339;339;0;413;1
dez/71;47646;47646;0;42976;117;39419;39419;0;34430;80;4847;4847;0;5025;16;3031;3031;0;3201;19;349;349;0;320;2
jan/72;40669;40669;0;35352;64;32383;32383;0;27754;20;4328;4328;0;3975;11;3616;3616;0;3285;33;342;342;0;338;0
fev/72;46149;46149;0;47435;105;37789;37789;0;38936;82;4918;4918;0;5067;10;3110;3110;0;3088;10;332;332;0;344;3
mar/72;53469;53469;0;55841;135;43459;43459;0;45741;85;5894;5894;0;5860;13;3776;3776;0;3837;37;340;340;0;403;0
abr/72;47596;47596;0;50039;219;38379;38379;0;40909;16;5315;5315;0;5164;6;3635;3635;0;3594;57;267;267;0;372;140
mai/72;51666;51666;0;56416;259;40646;40646;0;45134;69;6189;6189;0;6223;12;4488;4488;0;4606;75;343;343;0;453;103
jun/72;50386;50386;0;51743;251;39332;39332;0;40600;77;6148;6148;0;6253;11;4591;4591;0;4461;43;315;315;0;429;120
jul/72;52515;52515;0;49327;205;41901;41901;0;38987;47;6088;6088;0;5875;5;4216;4216;0;4052;72;310;310;0;413;81
ago/72;60805;60805;0;57691;322;48755;48755;0;45209;82;7020;7020;0;7034;39;4659;4659;0;4971;65;371;371;0;477;136
set/72;39819;39819;0;44886;152;28697;28697;0;33466;25;6273;6273;0;6425;5;4488;4488;0;4528;21;361;361;0;467;101
out/72;50335;50335;0;57031;198;38023;38023;0;44274;49;7123;7123;0;7356;8;4779;4779;0;4805;60;410;410;0;596;81
nov/72;49811;49811;0;52904;181;38023;38023;0;41049;24;6934;6934;0;6770;16;4465;4465;0;4582;35;389;389;0;503;106
dez/72;58200;58200;0;50946;270;46956;46956;0;39978;107;6283;6283;0;6192;66;4519;4519;0;4341;36;442;442;0;435;61
jan/73;49612;49612;0;43016;221;38146;38146;0;32027;86;6231;6231;0;5867;19;4789;4789;0;4662;76;446;446;0;460;40
fev/73;60394;60394;0;56682;380;47612;47612;0;44104;140;7580;7580;0;7419;17;4711;4711;0;4656;158;491;491;0;503;65
mar/73;57450;57450;0;56995;312;44209;44209;0;44131;268;7860;7860;0;7614;6;4843;4843;0;4745;34;538;538;0;505;4
abr/73;56651;56651;0;55773;322;43341;43341;0;42956;251;7678;7678;0;7485;19;5113;5113;0;4843;44;519;519;0;489;8
mai/73;64511;64511;0;65561;169;49964;49964;0;50801;95;8465;8465;0;8320;28;5490;5490;0;5888;44;592;592;0;552;2
jun/73;57109;57109;0;57668;750;43608;43608;0;44410;504;7637;7637;0;7498;121;5363;5363;0;5259;110;501;501;0;501;15
jul/73;61795;61795;0;61121;275;47505;47505;0;47120;135;8152;8152;0;8015;55;5614;5614;0;5435;71;524;524;0;551;14
ago/73;66499;66499;0;67009;233;52209;52209;0;52093;83;7884;7884;0;8575;36;5816;5816;0;5752;101;590;590;0;589;13
set/73;58716;58716;0;59229;333;45499;45499;0;45480;89;7425;7425;0;7686;48;5307;5307;0;5545;178;485;485;0;518;18
out/73;72976;72976;0;74622;342;58060;58060;0;58593;105;8124;8124;0;9108;75;6120;6120;0;6245;162;672;672;0;676;0
nov/73;68224;68224;0;72404;827;53624;53624;0;56904;307;8166;8166;0;8509;279;5891;5891;0;6389;239;543;543;0;602;2
dez/73;61291;61291;0;59702;696;47416;47416;0;46602;290;7615;7615;0;7275;237;5761;5761;0;5409;167;499;499;0;416;2
jan/74;58824;58824;0;58498;477;47472;47472;0;46625;205;6363;6363;0;6590;219;4531;4531;0;4800;53;458;458;0;483;0
fev/74;59113;59113;0;67432;487;47032;47032;0;53744;313;7009;7009;0;8275;58;4443;4443;0;4741;109;629;629;0;672;7
mar/74;76632;76632;0;79064;1954;60580;60580;0;63573;1432;9177;9177;0;8952;379;6279;6279;0;5975;139;596;596;0;564;4
abr/74;69922;69922;0;72767;430;56120;56120;0;58022;140;7790;7790;0;8026;40;5530;5530;0;6046;236;482;482;0;673;14
