Date;veic_lt;veic_ln;veic_li;veic_prod;veic_exp;auto_lt;auto_ln;auto_li;auto_prod;auto_exp;comlev_lt;comlev_ln;comlev_li;comlev_prod;comlev_exp;cam_lt;cam_ln;cam_li;cam_prod;cam_exp;on_lt;on_ln;on_li;on_prod;on_exp
nov/08;177823;151440;26383;187374;40385;143333;120804;22529;143636;32062;22932;19308;3624;26628;5019;9328;9098;230;14687;2630;2230;2230;0;2423;674
dez/08;194486;163438;31048;91314;37660;163206;136441;26765;69236;30594;20655;16596;4059;15366;5349;8329;8105;224;5821;1140;2296;2296;0;891;577
jan/09;197454;158826;38628;180242;17712;169868;135452;34416;147345;14223;19854;16018;3836;23421;2414;6334;5958;376;7224;702;1398;1398;0;2252;373
fev/09;199366;168651;30715;196546;22785;167471;140322;27149;165302;19310;23881;20488;3393;21814;2144;6429;6256;173;7163;1043;1585;1585;0;2267;288
mar/09;271442;236175;35267;266162;26137;229361;199337;30024;227657;22250;31568;26621;4947;26708;2569;8724;8428;296;9375;917;1789;1789;0;2422;401
abr/09;234390;203268;31122;244700;25719;197309;170491;26818;208010;22160;27076;23045;4031;25150;2481;8440;8167;273;9374;559;1565;1565;0;2166;519
mai/09;246978;213611;33367;262452;32650;208946;180172;28774;222104;28409;28448;24107;4341;28464;3083;7638;7386;252;9356;694;1946;1946;0;2528;464
jun/09;300157;259924;40233;276445;31265;257190;222633;34557;233751;27372;32598;27300;5298;30285;2759;8599;8221;378;9394;676;1770;1770;0;3015;458
jul/09;285416;242057;43359;271385;25445;239588;202637;36951;227192;20767;34009;28000;6009;32036;3372;9709;9310;399;9507;805;2110;2110;0;2650;501
ago/09;258129;220616;37513;284904;35373;216398;183708;32690;241640;29704;31116;26515;4601;31167;4541;8535;8313;222;9344;868;2080;2080;0;2753;260
set/09;308718;262575;46143;263767;30785;264900;224412;40488;219626;25804;31761;26306;5455;30003;3614;10095;9895;200;11477;1051;1962;1962;0;2661;316
out/09;294466;244268;50198;306291;37697;247168;203601;43567;252360;31303;34111;27734;6377;38121;4590;11326;11072;254;12787;1065;1861;1861;0;3023;739
nov/09;251697;206027;45670;282512;40729;205749;166011;39738;229664;33069;32674;26995;5679;36549;5767;11194;10941;253;13805;1305;2080;2080;0;2494;588
dez/09;293027;236184;56843;240594;41726;239914;191133;48781;193516;34401;37909;30145;7764;33099;5538;12804;12507;297;12188;1166;2400;2399;1;1791;621
jan/10;213312;170302;43010;233395;36030;172152;134960;37192;186269;28494;29557;23937;5620;32683;5843;9740;9542;198;11411;1004;1863;1863;0;3032;689
fev/10;220957;180476;40481;236614;39129;181700;146312;35388;188222;31843;29658;24662;4996;32194;5262;7925;7828;97;13302;1283;1674;1674;0;2896;741
mar/10;353738;295578;58160;318011;46866;295310;245294;50016;256006;38185;42042;34053;7989;41378;6372;13500;13346;154;16734;1800;2886;2885;1;3893;509
abr/10;277843;228081;49762;274873;32299;225038;181840;43198;216850;26178;36839;30649;6190;38877;4159;13632;13258;374;15498;1433;2334;2334;0;3648;529
mai/10;251087;206113;44974;297374;47416;198119;160083;38036;238389;38178;37624;30871;6753;39496;6427;13222;13037;185;15600;1951;2122;2122;0;3889;860
jun/10;262758;216470;46288;283997;41040;207970;168722;39248;224942;34011;39519;32642;6877;39086;4655;12987;12824;163;16107;1615;2282;2282;0;3862;759
jul/10;302332;248041;54291;290756;38725;243140;196667;46473;231938;30117;42084;34519;7565;37895;5127;14683;14430;253;17479;2602;2425;2425;0;3444;879
ago/10;312783;255498;57285;308387;42844;255035;205357;49678;243000;34424;41570;34106;7464;43241;5805;13246;13103;143;18300;1802;2932;2932;0;3846;813
set/10;307057;249468;57589;278441;45318;250792;200699;50093;219951;37025;40644;33301;7343;38522;5565;13224;13072;152;16485;1950;2397;2396;1;3483;778
out/10;303172;243921;59251;293567;51140;246017;195006;51011;232071;40788;41579;33587;7992;41416;7122;13504;13256;248;16082;2273;2072;2072;0;3998;957
nov/10;328473;262011;66462;301940;50324;268572;210365;58207;237519;41770;42835;34875;7960;44483;5921;14566;14271;295;17395;1719;2500;2500;0;2543;914
dez/10;381552;298730;82822;264780;31623;312695;240013;72682;207767;24696;48538;38869;9669;39476;4403;17478;17007;471;15540;1750;2841;2841;0;1997;774
jan/11;244873;187271;57602;239301;30853;196003;145696;50307;191191;25030;34159;27143;7016;31443;3847;12242;11963;279;13782;1547;2469;2469;0;2885;429
fev/11;274153;212172;61981;295946;47190;219221;164906;54315;231395;38435;39592;32200;7392;43091;6119;12731;12457;274;17723;1889;2609;2609;0;3737;747
mar/11;306135;243827;62308;296322;42850;243908;190473;53435;231412;33125;44825;36273;8552;44176;7293;14521;14200;321;16836;2008;2881;2881;0;3898;424
abr/11;289189;225129;64060;283219;50923;231694;175956;55738;221633;41373;41222;33164;8058;41659;6595;13512;13248;264;16343;2349;2761;2761;0;3584;606
mai/11;318534;243786;74748;305251;45061;253981;188349;65632;232564;33751;46548;37687;8861;47972;7689;15137;14883;254;20283;2817;2868;2867;1;4432;804
jun/11;304333;235026;69307;296050;37239;242534;180866;61668;228666;28410;44390;37030;7360;43437;6046;14795;14516;279;19754;2115;2614;2614;0;4193;668
jul/11;306231;238844;67387;308798;46903;242067;183642;58425;240457;36924;45899;37256;8643;44128;7745;15550;15231;319;19914;1686;2715;2715;0;4299;548
ago/11;327610;253937;73673;326213;46905;258414;194659;63755;252342;37036;49621;40122;9499;46814;6444;16459;16040;419;22647;2776;3116;3116;0;4410;649
set/11;311648;232609;79039;261130;45529;249508;179958;69550;196993;36395;44077;34945;9132;41319;5292;14957;14600;357;18544;2786;3106;3106;0;4274;1056
out/11;280567;209537;71030;270949;53017;223481;161308;62173;201438;42964;40289;31800;8489;45307;6721;13878;13510;368;19770;2608;2919;2919;0;4434;724
nov/11;321560;238893;82667;273358;55806;259233;186701;72532;203719;45648;45961;36273;9688;45650;6758;13436;12989;447;19410;2823;2930;2930;0;4579;577
dez/11;348415;254180;94235;261245;51050;281603;198557;83046;199083;43515;47601;36866;10735;38922;5417;15652;15198;454;18596;1630;3559;3559;0;4644;488
jan/12;268273;200352;67921;210604;33637;215399;157329;58070;177408;26722;37273;27893;9380;28587;5278;13016;12545;471;3535;1192;2585;2585;0;1074;445
fev/12;249517;188321;61196;219068;36432;201914;148611;53303;172863;28903;33931;26353;7578;31623;4799;10929;10614;315;12209;2200;2743;2743;0;2373;530
mar/12;300574;229688;70886;313178;41707;240607;178715;61892;253426;32287;43182;34861;8321;41385;6670;13692;13019;673;15528;2185;3093;3093;0;2839;565
abr/12;257887;199506;58381;266275;49510;207889;156257;51632;218069;42350;36700;30476;6224;34525;4897;11113;10588;525;11128;1847;2185;2185;0;2553;416
mai/12;287465;223755;63710;286215;26733;231543;177203;54340;229235;20808;42756;33718;9038;41650;3240;10881;10549;332;11689;1987;2285;2285;0;3641;698
jun/12;353200;281744;71456;277722;35934;299301;236368;62933;225172;29089;41318;33051;8267;40375;3718;10776;10520;256;8818;2245;1805;1805;0;3357;882
jul/12;364196;294187;70009;301142;29758;304185;242350;61835;242272;22529;47043;39227;7816;43255;4234;10915;10557;358;12460;2173;2053;2053;0;3155;822
ago/12;420080;340910;79170;333316;42625;352014;282609;69405;269847;33368;53464;43990;9474;47007;5896;11466;11175;291;12896;2262;3136;3136;0;3566;1099
set/12;288108;234000;54108;289693;27195;235091;189667;45424;234803;21140;42594;34250;8344;40681;3415;8551;8211;340;11053;2002;1872;1872;0;3156;638
out/12;341644;281650;59994;323940;42050;277587;228751;48836;263518;31961;49444;38604;10840;43242;7027;12624;12306;318;13111;2195;1989;1989;0;4069;867
nov/12;311772;253473;58299;314727;36413;254680;206780;47900;257475;26629;42401;32253;10148;40963;7349;12608;12357;251;12070;1722;2083;2083;0;4219;713
dez/12;359355;286383;72972;268504;41091;295013;234033;60980;220778;33386;48854;37129;11725;36187;5960;12603;12336;267;8906;1057;2885;2885;0;2633;688
jan/13;311453;246870;64583;291884;36016;253336;199039;54297;237700;29043;43853;33797;10056;38430;5296;12097;11867;230;12622;1373;2167;2167;0;3132;304
fev/13;235109;189224;45885;242072;31635;187277;149160;38117;191832;27571;35454;27920;7534;33564;2614;9966;9732;234;13664;975;2412;2412;0;3012;475
mar/13;283912;233808;50104;329103;43460;227191;186090;41101;265001;34796;41398;32665;8733;43782;6095;12285;12015;270;16533;1739;3038;3038;0;3787;830
abr/13;333738;273112;60626;352328;52753;270245;220035;50210;278924;42343;46738;36579;10159;51538;8004;13970;13713;257;18034;1883;2785;2785;0;3832;523
mai/13;316233;259878;56355;344556;48533;256281;209523;46758;275799;40431;44662;35359;9303;48491;4972;12636;12342;294;16378;2508;2654;2654;0;3888;622
jun/13;318619;262641;55978;323853;49288;256540;209401;47139;257861;41277;46545;37987;8558;45781;4739;13063;12783;280;16136;2415;2471;2470;1;4075;857
jul/13;342306;278053;64253;316740;54034;275728;222718;53010;254372;44928;48569;37633;10936;42043;5848;15144;14837;307;16623;2051;2865;2865;0;3702;1207
ago/13;329143;266772;62371;343562;64071;266246;214788;51458;267515;52430;46759;36177;10582;53521;7904;13239;12908;331;19059;3002;2899;2899;0;3467;735
set/13;309872;250585;59287;322776;45288;245704;197209;48495;252575;37264;48713;38266;10447;49806;5473;12719;12375;344;17151;1679;2736;2735;1;3244;872
out/13;330203;267976;62227;322677;51819;266956;215410;51546;253699;40489;46921;36532;10389;47008;7897;13391;13100;291;18498;2494;2935;2934;1;3472;939
nov/13;302939;244925;58014;293155;45073;247873;199880;47993;234256;35755;40674;30955;9719;40866;6060;11641;11340;301;14726;2212;2751;2750;1;3307;1046
dez/13;353843;286659;67184;231107;43141;287406;231150;56256;185822;34739;48827;38134;10693;36071;5659;14425;14190;235;7578;1870;3185;3185;0;1636;873
jan/14;312618;247758;64860;237390;22613;255448;199889;55559;191095;18029;44657;35626;9031;30088;3117;10778;10508;270;13776;1144;1735;1735;0;2431;323
fev/14;259328;212314;47014;281627;28626;204139;165416;38723;223578;22723;41999;33949;8050;39125;3702;10437;10196;241;15174;1778;2753;2753;0;3750;423
mar/14;240808;200983;39825;272754;23407;189966;158105;31861;218999;17849;39162;31428;7734;36211;3460;9241;9011;230;13844;1548;2439;2439;0;3700;550
abr/14;293240;243578;49662;277091;35235;234969;194714;40255;218831;26486;45154;35963;9191;42551;6513;10888;10672;216;12314;1692;2229;2229;0;3395;544
mai/14;293362;240592;52770;281355;34988;232374;189613;42761;225128;27614;46035;36210;9825;40144;4944;12710;12526;184;12695;1590;2243;2243;0;3388;840
jun/14;263564;216653;46911;215943;24425;211269;172789;38480;170647;19384;39746;31462;8284;34566;2934;10585;10438;147;8190;1570;1964;1964;0;2540;537
jul/14;294768;242149;52619;254348;34321;234406;191803;42603;201533;26963;45785;35905;9880;37542;5389;12388;12253;135;12322;1347;2189;2188;1;2951;622
ago/14;272492;223229;49263;264637;31668;217047;176628;40419;207872;26071;42444;33750;8694;41917;3442;10807;10657;150;11988;1690;2194;2194;0;2860;465
set/14;296294;244578;51716;300931;26024;234537;191936;42601;236981;19784;48347;39360;8987;49385;4080;11210;11082;128;11786;1583;2200;2200;0;2779;577
out/14;306859;254483;52376;293328;23503;242741;199706;43035;229861;19137;49072;39859;9213;48378;2386;12172;12044;128;12394;1389;2874;2874;0;2695;591
nov/14;294651;246801;47850;264830;25971;234792;196066;38726;210907;21085;45368;36364;9004;40301;2664;12153;12033;120;11778;1560;2338;2338;0;1844;662
dez/14;370028;307871;62157;207597;23438;302999;252717;50282;172327;18479;51027;39267;11760;30962;3639;13686;13571;115;3704;846;2316;2316;0;604;474
jan/15;253803;208143;45660;204716;16302;206274;169016;37258;165394;12594;37993;29730;8263;28729;2254;7661;7522;139;8291;1169;1875;1875;0;2302;285
fev/15;185944;154923;31021;205953;31266;149888;124796;25092;165273;24427;29375;23539;5836;30434;4963;5153;5060;93;7648;1428;1528;1528;0;2598;448
mar/15;234631;196859;37772;256480;32189;189903;159816;30087;205240;24774;36433;28857;7576;41080;4903;6491;6382;109;7374;1793;1804;1804;0;2786;719
abr/15;219351;183761;35590;219623;29960;179253;151243;28010;177808;21797;32749;25285;7464;32890;5978;5789;5673;116;6864;1668;1560;1560;0;2061;517
mai/15;212696;180314;32382;213047;40762;175671;149394;26277;178339;31750;29563;23564;5999;26220;6212;6016;5910;106;6169;2154;1446;1446;0;2319;646
jun/15;212524;179639;32885;187608;47976;175272;148375;26897;158917;38034;29626;23736;5890;21608;7313;6181;6083;98;5284;1980;1445;1445;0;1799;649
jul/15;227617;189936;37681;223145;28296;186884;156383;30501;191380;21503;32814;25775;7039;23271;4302;6494;6353;141;6599;1774;1425;1425;0;1895;717
ago/15;207250;173864;33386;216991;34430;172631;145373;27258;186345;26522;27477;21501;5976;24170;5960;5809;5658;151;5283;1393;1333;1332;1;1193;555
set/15;200077;167704;32373;176757;33502;166373;139905;26468;149977;24025;26474;20664;5810;19234;6783;5927;5836;91;5819;2012;1303;1299;4;1727;682
out/15;192147;162069;30078;208097;39887;161613;136798;24815;169992;29303;23871;18708;5163;30074;7757;5778;5681;97;6799;2077;885;882;3;1232;750
nov/15;195176;166934;28242;173874;36531;166000;142790;23210;143944;28619;23550;18643;4907;23535;4836;4735;4610;125;5350;2518;891;891;0;1045;558
dez/15;227760;190471;37289;141798;46231;193247;163067;30180;123699;33189;27598;20651;6947;14976;11226;5618;5458;160;2582;1017;1297;1295;2;541;799
jan/16;155283;130178;25105;152778;23834;131283;111689;19594;132206;19180;18551;13190;5361;15238;3490;4416;4266;150;4158;842;1033;1033;0;1176;322
fev/16;146809;125072;21737;144333;36362;122757;106316;16441;118574;30249;19501;14373;5128;18933;3912;3851;3683;168;5317;1675;700;700;0;1509;526
mar/16;179219;153248;25971;200352;41593;147676;128566;19110;165544;32645;25713;19006;6707;27493;6635;4843;4690;153;5661;1587;987;986;1;1654;726
abr/16;162939;141645;21294;171298;39661;132084;116154;15930;142067;32666;25737;20478;5259;22449;4601;4202;4098;104;5197;1697;916;915;1;1585;697
mai/16;167489;145663;21826;178895;48603;137456;121248;16208;146224;37623;24892;19427;5465;25848;8488;4076;3923;153;5332;1857;1065;1065;0;1491;635
jun/16;171797;149569;22228;186250;46688;139587;123479;16108;147480;37118;27028;21071;5957;31376;6916;4200;4037;163;5570;1718;982;982;0;1824;936
jul/16;181408;156868;24540;191779;46113;146601;128088;18513;152295;35466;28422;22594;5828;32758;7705;4684;4486;198;5091;1880;1701;1700;1;1635;1062
ago/16;183890;159599;24291;181197;41169;148907;130265;18642;149414;30146;29367;23884;5483;25108;8538;4400;4236;164;5211;1499;1216;1214;2;1464;986
set/16;159961;138294;21667;172105;39461;130857;114474;16383;141286;29279;24209;19052;5157;23829;6586;4194;4068;126;4846;2502;701;700;1;2144;1094
out/16;159037;140245;18792;177570;37070;132368;118695;13673;151948;28273;22641;17645;4996;19333;6079;3444;3322;122;4635;1651;584;583;1;1654;1067
nov/16;178156;157651;20505;219084;56722;148715;133888;14827;185640;47778;25031;19495;5536;26486;6003;3800;3658;142;5362;2206;610;610;0;1596;735
dez/16;204329;178828;25501;201143;59292;169998;151882;18116;166216;47700;29215;22004;7211;29852;8179;4450;4276;174;4102;2434;666;666;0;973;979
jan/17;147219;130407;16812;179376;38125;121401;109733;11668;154586;31288;22366;17322;5044;19239;5384;2948;2848;100;4482;1065;504;504;0;1069;388
fev/17;135667;121302;14365;201763;67084;112355;102362;9993;171045;53406;20270;16007;4263;24046;10891;2614;2505;109;5314;2122;428;428;0;1358;665
mar/17;189149;168248;20901;236568;69283;158038;142965;15073;201134;57834;26150;20505;5645;27796;8209;4104;3921;183;5952;2657;857;857;0;1686;583
abr/17;156894;139361;17533;191554;61200;131495;119228;12267;159822;50507;21143;16008;5135;24340;7668;3469;3338;131;5900;2469;787;787;0;1492;556
mai/17;195562;174445;21117;253398;73432;163311;148669;14642;210787;59737;27079;20756;6323;32903;10299;4105;3953;152;7576;2534;1067;1067;0;2132;862
jun/17;194954;174408;20546;214838;67887;161210;147378;13832;176868;53466;28273;21703;6570;28937;10587;4217;4073;144;6797;2784;1254;1254;0;2236;1050
jul/17;184815;164043;20772;225831;65579;151698;137981;13717;189340;52545;27340;20423;6917;27122;9538;4535;4397;138;7093;2753;1242;1242;0;2276;743
ago/17;216534;193057;23477;266489;67268;180903;164715;16188;225601;55077;29239;22125;7114;30208;8694;4834;4659;175;8488;2634;1558;1558;0;2192;863
set/17;199211;178894;20317;239763;60189;168021;154154;13867;204847;48410;25785;19480;6305;25630;8380;4540;4395;145;7599;2404;865;865;0;1687;995
out/17;202857;181919;20938;253906;61801;166874;153393;13481;213674;47873;30068;22748;7320;30463;10649;5029;4892;137;8241;2348;886;886;0;1528;931
nov/17;204205;182631;21574;254073;73073;169058;155123;13935;213538;61586;28589;21158;7431;30704;8519;5472;5264;208;8166;2302;1086;1086;0;1665;666
dez/17;212615;186858;25757;219697;61140;172220;156132;16088;186655;52247;33098;23591;9507;24284;5945;6076;5915;161;7436;2148;1221;1220;1;1322;800
jan/18;181266;160277;20989;219217;46398;149061;135143;13918;182025;38006;26796;19839;6957;28540;5950;4561;4447;114;6707;1865;848;848;0;1945;577
fev/18;156905;138510;18395;213498;66321;129813;117431;12382;176807;54932;22181;16256;5925;26803;7830;4040;3952;88;7780;2709;871;871;0;2108;850
mar/18;207365;182935;24430;267539;67488;172877;156245;16632;218015;52242;27516;19821;7695;36744;11443;5933;5830;103;9947;2757;1039;1039;0;2833;1046
abr/18;217330;190515;26815;266549;72975;178841;160058;18783;217393;55919;31397;23491;7906;36761;13557;6166;6040;126;9095;2736;926;926;0;3300;763
mai/18;201897;175634;26263;212329;60754;164445;146062;18383;179583;51207;30846;23117;7729;23498;7180;5626;5475;151;7423;1783;980;980;0;1825;584
jun/18;201982;175796;26186;256311;64918;163528;145625;17903;208851;50209;31841;23704;8137;35881;11284;5704;5561;143;8635;2511;909;906;3;2944;914
jul/18;217509;190151;27358;245935;49705;176085;157638;18447;201002;39241;32989;24215;8774;33220;7808;6591;6454;137;8855;2148;1844;1844;0;2858;508
ago/18;248623;218208;30415;291099;56104;203906;183107;20799;243241;47524;35692;26263;9429;35173;5856;7457;7270;187;9697;2161;1568;1568;0;2988;563
set/18;213339;186998;26341;223081;39449;173193;157037;16156;187288;29807;31940;21939;10001;24428;7187;6708;6524;184;9115;1794;1498;1498;0;2250;661
out/18;254732;225700;29032;263186;38734;208835;190078;18757;221319;32580;36324;26283;10041;28699;3774;7897;7663;234;10858;1731;1676;1676;0;2310;649
nov/18;230945;205106;25839;244771;34441;192142;175600;16542;204570;25710;29666;20597;9069;28089;6227;7680;7452;228;10043;1392;1457;1457;0;2069;1112
dez/18;234531;206089;28442;177503;31709;189388;172301;17087;147873;22787;36036;24922;11114;21145;6993;7642;7401;241;7379;1055;1465;1465;0;1106;874
jan/19;199794;175856;23938;199145;30261;163793;148630;15163;166195;25789;27416;18888;8528;24220;3604;6987;6740;247;6811;520;1598;1598;0;1919;348
fev/19;198641;176695;21946;257939;40510;162538;149031;13507;217812;33462;27735;19546;8189;27970;5531;6876;6626;250;9631;806;1492;1492;0;2526;711
mar/19;209165;186204;22961;240763;39098;170487;156262;14225;203108;31906;29487;20986;8501;27665;4978;7601;7366;235;8319;1193;1590;1590;0;1671;1021
abr/19;231936;205774;26162;267561;34905;189097;173140;15957;225330;27133;32626;22712;9914;30021;6105;8502;8211;291;9412;1104;1711;1711;0;2798;563
mai/19;245440;219849;25591;275747;42126;198776;183484;15292;230351;34983;35823;25792;10031;31391;5269;9128;8860;268;11230;1323;1713;1713;0;2775;551
jun/19;223198;200479;22719;233150;40433;181297;167735;13562;190859;33058;32698;23764;8934;29923;5727;7688;7465;223;9993;1045;1515;1515;0;2375;603
jul/19;243614;218492;25122;266992;42089;195854;181020;14834;221869;35683;37007;26928;10079;31565;4384;8942;8733;209;10918;1510;1811;1811;0;2640;512
ago/19;242985;216858;26127;269758;36743;195917;180119;15798;222648;30241;35605;25528;10077;33712;4703;9433;9181;252;10732;1353;2030;2030;0;2666;446
set/19;234848;210017;24831;247455;36640;187818;173358;14460;203198;27394;36196;26008;10188;31438;7798;9098;8915;183;10406;984;1736;1736;0;2413;464
out/19;253361;228183;25178;288519;29966;204532;189489;15043;239005;23813;37254;27368;9886;35578;4157;9418;9169;249;11286;1499;2157;2157;0;2650;497
nov/19;242310;218723;23587;227455;31735;196771;182708;14063;186426;25130;34819;25501;9318;30219;4718;9064;8859;205;8764;1242;1656;1655;1;2046;645
dez/19;262558;233063;29495;170504;29006;215193;196839;18354;141689;22611;36844;26206;10638;21649;4647;8598;8095;503;5974;973;1923;1923;0;1192;775
jan/20;193459;171155;22304;191731;20549;154581;141860;12721;162376;17445;30101;20997;9104;20760;1945;7285;6806;479;7169;893;1492;1492;0;1426;266
fev/20;200997;179925;21072;204206;37677;165150;153332;11818;173417;32117;28149;19151;8998;19102;4227;6412;6156;256;9131;897;1286;1286;0;2556;436
mar/20;163625;146460;17165;189958;30772;131276;122212;9064;156498;24852;25028;17085;7943;23062;4644;6438;6280;158;8406;969;883;883;0;1992;307
abr/20;55735;47368;8367;1847;7212;39501;35847;3654;946;5831;11962;7402;4560;102;1094;3952;3799;153;403;217;320;320;0;396;70
mai/20;62190;52396;9794;43080;3870;44137;39275;4862;29603;2016;12568;7862;4706;8204;952;4819;4593;226;4054;636;666;666;0;1219;266
jun/20;132818;115726;17092;98447;19414;102404;92067;10337;71262;13224;20391;14071;6320;20225;4622;8954;8519;435;5575;1187;1069;1069;0;1385;381
jul/20;174487;155692;18795;170651;29126;134956;124008;10948;136025;21265;28468;21051;7417;26205;6083;9540;9110;430;6820;1217;1523;1523;0;1601;561
ago/20;183395;165524;17871;210009;27897;142057;131766;10291;169052;22906;31765;24542;7223;32520;3639;8076;7719;357;7087;1116;1497;1497;0;1350;236
set/20;207710;188514;19196;220162;30519;161114;150719;10395;172321;25127;38050;29517;8533;36452;3530;7312;7044;268;9430;1568;1234;1234;0;1959;294
out/20;215044;196045;18999;236468;34882;168508;157847;10661;186400;27837;37191;29088;8103;37359;5089;7909;7674;235;10902;1474;1436;1436;0;1807;482
nov/20;225010;205097;19913;238200;44007;177577;166000;11577;186260;35397;36901;28977;7924;38761;6856;9143;8731;412;11474;1426;1389;1389;0;1705;328
dez/20;243967;222916;21051;209296;38405;194681;183186;11495;163015;30262;38303;29274;9029;34787;6008;9838;9311;527;10485;1643;1145;1145;0;1009;492
jan/21;171146;154986;16160;200398;25918;130804;122673;8131;157706;21011;31776;24310;7466;32450;3286;7537;6974;563;8805;1370;1029;1029;0;1437;251
fev/21;167391;153654;13737;197035;33064;128111;120789;7322;155069;25121;30377;24351;6026;28572;5763;7781;7392;389;11805;1958;1122;1122;0;1589;222
mar/21;189389;172024;17365;200340;36777;141952;133252;8700;154138;31090;35498;27257;8241;31580;3364;10759;10335;424;12472;1951;1180;1180;0;2150;372
abr/21;175116;157976;17140;190907;33877;127463;118823;8640;147859;27182;36694;28559;8135;28083;4490;9785;9420;365;13093;1887;1174;1174;0;1872;318
mai/21;188678;169237;19441;192843;36984;142701;132261;10440;141798;29635;32877;24408;8469;35483;5167;11497;10965;532;13908;1797;1603;1603;0;1654;385
jun/21;182453;158059;24394;167547;33512;133332;117627;15705;119461;27517;36320;28256;8064;31825;3886;11371;10746;625;14639;1768;1430;1430;0;1622;341
jul/21;175453;150973;24480;164156;23766;123598;109987;13611;116113;17685;38611;28618;9993;31709;3866;11974;11098;876;14801;1884;1270;1270;0;1533;331
ago/21;172784;149456;23328;165330;29444;119828;107842;11986;120394;21831;38735;28080;10655;28463;5162;12945;12258;687;14963;2068;1276;1276;0;1510;383
set/21;155075;133164;21911;174087;23639;109086;97022;12064;133857;18391;33511;24139;9372;25216;3025;11624;11149;475;13816;1976;854;854;0;1198;247
out/21;162349;140375;21974;178965;29803;119328;106067;13261;135233;23072;31069;22660;8409;28695;4115;11047;10743;304;13733;2305;905;905;0;1304;311
nov/21;172964;148304;24660;205720;28018;126102;111242;14860;159310;22355;35347;25852;9495;30447;3378;10472;10167;305;14380;1800;1043;1043;0;1583;485
dez/21;207053;177865;29188;210925;41581;156162;139729;16433;166913;33122;37828;25385;12443;30188;5936;11887;11577;310;12395;1935;1176;1174;2;1429;588
jan/22;126518;108397;18121;145417;27708;92238;82350;9888;112323;21780;24536;16759;7777;22306;4402;8705;8249;456;9463;1181;1039;1039;0;1325;345
fev/22;132331;117121;15210;165935;41449;100033;91120;8913;130221;32052;23286;17359;5927;22369;7715;8091;7721;370;11389;1455;921;921;0;1956;227
mar/22;146819;129060;17759;184786;38898;108272;98562;9710;139632;32823;27129;19423;7706;29202;3628;10056;9713;343;13531;2049;1362;1362;0;2421;398
abr/22;147242;128362;18880;186037;44821;109707;98568;11139;144517;36341;27024;19647;7377;29823;6189;9384;9020;364;10072;1986;1127;1127;0;1625;305
mai/22;187064;164228;22836;205916;46069;139483;125550;13933;159555;37239;35731;27314;8417;29401;6144;10394;9908;486;13947;2263;1456;1456;0;3013;423
jun/22;178067;151203;26864;203598;47315;133781;115509;18272;158384;36872;31907;23792;8115;28853;7791;10975;10498;477;13370;2204;1404;1404;0;2991;448
jul/22;181994;159259;22735;218950;41906;135431;121331;14100;160169;35339;33766;25745;8021;42927;4025;11554;10941;613;12724;2017;1243;1242;1;3130;525
ago/22;208607;184506;24101;237961;46793;154754;140153;14601;181017;37411;39640;30750;8890;36157;6366;12501;11891;610;17223;2335;1712;1712;0;3564;681
set/22;193978;168802;25176;207762;28544;143166;127768;15398;156727;22285;37670;28651;9019;32280;3163;11502;10743;759;14956;2487;1640;1640;0;3799;609
out/22;180907;158866;22041;206044;42765;136892;123987;12905;164674;34109;31809;23249;8560;22662;5069;10796;10220;576;15582;3000;1410;1410;0;3126;587
nov/22;204011;174009;30002;215796;43437;158718;139350;19368;168136;35370;33333;23286;10047;29570;5311;10209;9622;587;15121;2466;1751;1751;0;2969;290
dez/22;216923;187179;29744;191567;31208;164191;147081;17110;149478;24785;37964;26199;11765;25617;4115;12476;11607;869;14614;1815;2292;2292;0;1858;493
jan/23;142852;122410;20442;152666;33048;103894;91723;12171;125060;26972;26787;19099;7688;22775;4760;10457;9877;580;4049;1026;1714;1711;3;782;290
fev/23;129949;112446;17503;161518;34533;95867;85748;10119;123694;27228;24039;17290;6749;28426;5352;8108;7473;635;8123;1650;1935;1935;0;1275;303
mar/23;198974;171427;27547;221835;44663;146248;129820;16428;167662;35782;40105;30059;10046;39890;6874;10051;8978;1073;12325;1792;2570;2570;0;1958;215
