id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42515,Geneva center - Hosting females,185647,Noelle,,Commune de Genève,46.2014,6.15507,Private room,73,14,59,2021-09-16,0.47,1,345,2,
44959,Perfect Cozy Bedroom Close to Lake & Transport,198343,Rita,,Commune de Genève,46.19704,6.16076,Private room,59,1,49,2020-04-03,0.36,1,0,0,
276025,Lovely flat by Geneva lake,1442438,Gaby,,Versoix,46.27944,6.16724,Entire home/apt,71,7,108,2021-07-16,0.91,1,321,6,
325986,"Stylish loft in Pâquis, next to UN",1667362,Virna,,Commune de Genève,46.21428,6.1461,Entire home/apt,150,7,108,2021-11-10,0.92,1,14,4,
338682,Top location 1 block from the lake!,1001280,Mike,,Commune de Genève,46.20682,6.15526,Entire home/apt,118,4,98,2021-12-01,0.82,2,45,8,
381538,Double bed+terrace+central Geneva,1913488,Anna,,Commune de Genève,46.20233,6.17377,Private room,146,1,5,2018-11-18,0.04,2,0,0,
399388,Nice modern bedroom with balcony,1994454,Oscar,,Carouge,46.18791,6.13996,Private room,49,7,49,2016-08-17,0.43,3,328,0,
411058,5th Sky (Downtown Geneva),1706035,Julik,,Commune de Genève,46.21092,6.14588,Private room,125,1,47,2020-03-05,0.51,1,87,0,
468995,Nice little place near the lake!,2328179,Po,,Commune de Genève,46.20508,6.15822,Entire home/apt,102,3,29,2020-10-01,0.25,2,55,0,
476344,Very spacious apartment in Geneva!,2361206,Jean,,Commune de Genève,46.19327,6.15306,Entire home/apt,269,3,143,2021-11-07,1.23,1,156,13,
494701,"Appt Central 4 Bedroom, 1 Bath & 1 separate toilet",2388229,Alberto,,Commune de Genève,46.20518,6.12397,Entire home/apt,175,7,171,2021-07-06,1.54,9,364,1,
534098,"UN, WHO, ILO, GF, ITU,WIPO large room private bath",2607389,Virginia,,Commune de Genève,46.22388,6.13371,Private room,85,5,82,2021-05-09,0.71,1,64,1,
610685,Bedroom(#1) in new furnished apartment,2388229,Alberto,,Grand-Saconnex,46.23507,6.12345,Private room,70,7,55,2020-12-01,0.49,9,0,0,
610738,Romantic Flat in the City Centre,2388229,Alberto,,Commune de Genève,46.20117,6.13139,Entire home/apt,150,7,28,2020-12-01,0.25,9,328,0,
626512,Design apartment 2 blocks from lake,3110118,Enrica,,Commune de Genève,46.2124,6.15048,Entire home/apt,130,32,36,2021-11-24,0.32,1,3,9,
626831,The Hamlet - Townhouse 6,3111534,The Hamlet,,Commune de Genève,46.19891,6.15033,Entire home/apt,331,1,3,2017-06-05,0.04,15,0,0,
626971,The Hamlet - Townhouse 10,3111534,The Hamlet,,Commune de Genève,46.20048,6.15046,Entire home/apt,331,1,0,,,15,0,0,
628055,Cosy sofa-bed only for ladies/Geneva/ safe| WIFI,3118951,Leonora,,Commune de Genève,46.19321,6.14291,Private room,48,1,297,2021-12-08,2.61,2,74,18,
628495,"Bright, spacious flat in Old Town !",3122142,Laura,,Commune de Genève,46.20174,6.14594,Entire home/apt,71,5,67,2021-12-24,0.59,1,4,3,
639461,"Spacious, Modern Apartment to Rent",2388229,Alberto,,Grand-Saconnex,46.23491,6.12378,Entire home/apt,120,7,127,2021-02-20,1.22,9,6,2,
649023,An artistic studio in Geneva Old Town,2375758,Eliora Elena,,Commune de Genève,46.20175,6.14852,Entire home/apt,86,2,56,2021-12-17,0.50,1,145,23,
664917,"Geneva centre, elegant and quiet",3359333,Jean-Luc,,Commune de Genève,46.20496,6.12801,Entire home/apt,115,12,39,2021-12-20,0.35,3,54,4,
693976,Suite overlooking Geneva & Mt Blanc,3550575,Ramon,,Commune de Genève,46.21671,6.13847,Entire home/apt,114,2,51,2017-02-09,0.45,1,84,0,
706264,Cosy and very central apartment,3629403,Louis,,Commune de Genève,46.21302,6.1512,Entire home/apt,110,2,82,2021-12-12,0.77,1,276,5,
762183,Central Luxury Loft Private Garden,3966921,Dan,,Commune de Genève,46.19897,6.16332,Entire home/apt,390,1,51,2016-06-02,0.46,1,360,0,
765191,"Cosy flat in the city, nearby the lake.",4034142,Lise & Olivier,,Commune de Genève,46.20625,6.16064,Entire home/apt,125,2,28,2019-07-26,0.32,1,0,0,
766186,Stylish Loft - Amazing Views,3987132,Dave,,Commune de Genève,46.20089,6.13124,Entire home/apt,145,2,158,2021-12-16,1.46,1,221,23,
800449,Duplex Loft 136m2 Converted St Jean Watch Factory,4214439,Lucas,,Commune de Genève,46.20573,6.12682,Entire home/apt,280,2,22,2021-07-26,0.20,1,1,1,
827637,"Best Furnished flat 4 pieces, Geneva Switzerland",4340068,Alessia,,Lancy,46.17446,6.1254,Entire home/apt,95,7,0,,,3,358,0,
827648,"Large furnished apartment, garden",4340068,Alessia,,Commune de Genève,46.20583,6.11483,Entire home/apt,120,90,0,,,3,90,0,
840332,Charming Flat - Lovely Room(s) -  Center Geneva,4055859,Daniel,,Commune de Genève,46.20902,6.1363,Private room,55,10,2,2021-10-18,0.02,2,25,1,
856614,Room in Geneva near UN WHO ILO (3),3910622,Mark,,Grand-Saconnex,46.23565,6.12589,Private room,68,7,1,2015-08-31,0.01,2,178,0,
884510,Room in Geneva near UN WHO ILO (1),3910622,Mark,,Grand-Saconnex,46.23456,6.12542,Private room,66,7,3,2021-11-22,0.04,2,167,2,
899661,Superb fully furnished and equipped,4896475,Ruth,,Genthod,46.25854,6.15074,Entire home/apt,220,6,0,,,1,239,0,
913745,Home,4904588,Swaggy,,Onex,46.19241,6.103,Private room,36,3,19,2020-02-22,0.39,1,329,0,
914760,Your suite in Geneva,4910312,Claris,,Commune de Genève,46.1914,6.15798,Entire home/apt,150,7,11,2020-01-17,0.10,4,208,0,
919262,Single Room UN Organizations Area,4938083,Rose,,Grand-Saconnex,46.22874,6.11634,Private room,75,1,21,2021-10-15,0.20,3,239,1,
935428,A jewel in Geneva center - Champel,4910312,Claris,,Commune de Genève,46.19068,6.15359,Entire home/apt,140,7,8,2021-06-30,0.16,4,239,1,
940654,Cozy 45 m2 apt. / CENTER GVA,1588942,Pascal,,Commune de Genève,46.19656,6.14724,Entire home/apt,132,6,3,2020-03-14,0.07,1,0,0,
946415,Master Bedroom in a villa with private bathroom!,4938083,Rose,,Grand-Saconnex,46.22845,6.11588,Private room,76,1,100,2020-03-11,0.93,3,209,0,
952342,Chic loft in the Geneva countryside,952440,Dunja,,Meinier,46.23755,6.21807,Entire home/apt,130,3,12,2019-07-18,0.11,1,201,0,
952395,Bright Loft 115 sq with parkview,4249323,SimIldik,,Carouge,46.18797,6.13994,Entire home/apt,140,2,29,2021-07-22,0.29,2,297,2,
963950,Cosy & spacious room 15 mins from city centre,3927398,Monika,,Vernier,46.19979,6.10311,Private room,79,5,35,2019-10-02,0.33,1,268,0,
966887,Beautiful room in a suite style,5274965,Adrienne,,Commune de Genève,46.20553,6.16371,Private room,84,1,423,2020-07-26,3.97,1,84,0,
969981,Sunny Bedroom Geneva Uni Mail,2928706,Lütfü,,Commune de Genève,46.195,6.14033,Private room,120,2,11,2018-05-17,0.11,1,0,0,
996962,Apartment for yourself near the UN!,5389281,Kathy,,Pregny-Chambésy,46.24406,6.13674,Entire home/apt,121,4,15,2021-11-07,0.14,1,77,5,
1067335,Luxury flat in Geneva city center,5873233,Johannes,,Commune de Genève,46.19782,6.14763,Entire home/apt,120,13,47,2021-11-10,0.45,1,364,1,
1081909,Perfect location to United Nations,522480,Pierre O.,,Commune de Genève,46.21341,6.13114,Entire home/apt,113,2,74,2020-01-15,0.70,1,0,0,
1163211,CENTRE: Stylish Single/Double/Twin,6370904,Peter,,Commune de Genève,46.20439,6.13146,Private room,79,1,158,2018-06-09,1.51,1,4,0,
1172184,Appartement avec jardin à Genève,6417659,Beatrice,,Chêne-Bourg,46.19405,6.19447,Entire home/apt,150,2,40,2021-08-22,0.43,1,211,2,
1179787,Bright room in duplex penthouse,6454455,Jean-Philippe & Xuong,,Commune de Genève,46.21057,6.14615,Private room,79,2,532,2021-12-12,5.08,2,144,26,
1192759,Large attic room with style center,6454455,Jean-Philippe & Xuong,,Commune de Genève,46.20862,6.14615,Private room,79,2,527,2021-12-05,5.05,2,163,21,
1236785,"Spacieux studio avec terrasse, CICG-ONU",6743180,Viona,,Commune de Genève,46.21985,6.13856,Entire home/apt,180,1,54,2020-01-16,0.58,1,274,0,
1251652,Central Large Room - Rue des Bains,5714452,Isabella,,Commune de Genève,46.19978,6.13656,Private room,75,2,42,2020-02-25,0.41,4,269,0,
1252213,Central Modern Flat-Rue des Bains,5714452,Isabella,,Commune de Genève,46.20053,6.13811,Entire home/apt,120,1,3,2019-03-16,0.06,4,365,0,
1273891,"Central, Lake-side apt., 3 bedrooms",6934153,Ioan,,Commune de Genève,46.20562,6.16165,Entire home/apt,250,4,7,2021-08-29,0.09,1,69,2,
1288406,Single room in the heart of Geneva,1345278,Jesús,,Commune de Genève,46.19715,6.13528,Private room,100,5,3,2016-06-03,0.04,1,89,0,
1298750,Grand studio,7060260,Mauro,,Commune de Genève,46.22493,6.13191,Private room,90,2,168,2021-11-18,1.71,1,360,4,
1389340,"Appartement face au lac, Versoix",7514807,Sarah,,Versoix,46.27786,6.16748,Entire home/apt,89,1,25,2019-12-06,0.26,1,304,0,
1390100,Beautiful Apto one bedroom,7517710,Luciana,,Commune de Genève,46.19005,6.14249,Entire home/apt,85,2,6,2019-05-10,0.06,1,356,0,
1421517,Beautiful Room 4km from the center of Geneva WiFi,7652364,Gret,,Veyrier,46.17101,6.16429,Private room,62,7,4,2019-03-31,0.07,1,302,0,
1479883,"Chambre privée, villa avec jardin",5105108,Patrick,,Chêne-Bougeries,46.20538,6.19196,Private room,56,2,4,2020-02-10,0.05,1,141,0,
1525558,Central Geneva,7871020,Romain,,Commune de Genève,46.2051,6.16381,Entire home/apt,97,1,0,,,1,361,0,
1650333,Luxurious 2 bedrooms apartment,4187635,Patricia,,Chêne-Bougeries,46.19962,6.1807,Entire home/apt,350,5,30,2021-12-20,0.31,3,299,6,
1669494,Les Pâquis Apartment Near the United Nations,8839902,Xavier,,Commune de Genève,46.21302,6.14516,Entire home/apt,211,6,13,2021-09-25,0.15,1,0,1,
1706604,"center Geneva, 2 bedrooms apt",9005801,Christine,,Commune de Genève,46.19993,6.15715,Entire home/apt,250,5,28,2020-07-24,0.28,9,297,0,
1883650,Room/chambre 10 min from/de Carouge,9803218,Lin,,Veyrier,46.17136,6.17251,Private room,50,1,10,2016-06-03,0.13,1,0,0,
1917876,Chambre Cosy,9943711,Ana,,Lancy,46.19368,6.12196,Private room,55,1,72,2020-08-11,1.58,1,0,0,
1933146,"center Geneva, 2 bedrooms apartment, full AC",9005801,Christine,,Commune de Genève,46.20215,6.14635,Entire home/apt,340,1,187,2021-12-12,1.91,9,358,12,
1933255,"Geneva Center, 3 bedroom 2 bath apt, Full AC",9005801,Christine,,Commune de Genève,46.20413,6.14633,Entire home/apt,395,1,275,2021-12-12,2.81,9,324,34,
1933385,"Geneva center, sunny 2 bedrooms, full AC",9005801,Christine,,Commune de Genève,46.20288,6.14506,Entire home/apt,360,1,177,2021-12-12,1.87,9,331,13,
1933491,Geneve centre apt mansardé 1 1/2 ch,9005801,Christine,,Commune de Genève,46.20439,6.1447,Entire home/apt,225,1,50,2021-10-31,0.51,9,362,3,
2022387,Private Room - Downtown,10393752,Aline,,Commune de Genève,46.20173,6.13399,Private room,146,3,72,2019-04-30,0.74,1,262,0,
2026519,Nice flat in Geneva Center (FD),10409307,David,,Commune de Genève,46.19011,6.14306,Entire home/apt,96,14,5,2021-07-21,0.05,27,365,1,
2035090,Very cosy room @Geneva city centre,10445241,Claire,,Commune de Genève,46.21788,6.14778,Private room,70,5,71,2020-03-13,1.01,1,312,0,
2082755,City center Studio,10638905,Ben,,Commune de Genève,46.2097,6.14578,Entire home/apt,65,10,158,2021-12-03,1.63,2,22,5,
2137826,Charming 3 roomed apartment,10909931,Jean,,Commune de Genève,46.18986,6.14296,Entire home/apt,130,2,53,2019-11-03,0.55,1,328,0,
2168178,Nice studio with terrasse,822228,Gabriela,,Commune de Genève,46.21604,6.14929,Entire home/apt,104,2,163,2021-11-19,1.74,1,359,14,
2214480,nice and quite room in my flat,9675348,Philippe,,Commune de Genève,46.20508,6.16281,Private room,43,2,55,2021-09-02,0.58,6,329,2,
2267137,Beautiful small room in Eaux-Vives,10308379,Caroline,,Commune de Genève,46.20696,6.15548,Private room,55,2,10,2020-09-12,0.11,2,90,0,
2336814,Lovely little studio center Geneva,9005801,Christine,,Commune de Genève,46.20147,6.15701,Entire home/apt,150,7,16,2020-12-18,0.17,9,180,0,
2350002,Beautiful attic center town,11977942,Benedetta,,Commune de Genève,46.21416,6.14891,Entire home/apt,127,1,115,2021-11-28,1.23,1,8,15,
2355220,"central, bright quiet and cosy flat 1p1/2",12027023,Sophie-Marguerite,,Commune de Genève,46.20104,6.1383,Entire home/apt,66,3,15,2018-11-16,0.27,1,233,0,
2415094,Appartment in central Geneva,833313,Andrea,,Commune de Genève,46.21338,6.13531,Entire home/apt,115,2,72,2021-09-02,0.76,2,29,5,
2420928,cozy and spacious room close all facilities,12040075,Messou,,Commune de Genève,46.19099,6.13418,Private room,51,1,17,2019-09-22,0.19,1,86,0,
2451175,Colocation chez une famille sympa!,12533197,Julien,,Thônex,46.18586,6.19527,Private room,30,30,13,2020-03-31,0.14,2,351,0,
2452737,Room@Cornavin station / city center,11285629,Philippe,,Commune de Genève,46.21226,6.14064,Private room,63,2,162,2020-11-07,1.70,1,0,0,
2463585,appartement 2 pièces à louer,11608093,Mathilde,,Lancy,46.17273,6.13431,Entire home/apt,70,7,21,2021-11-27,0.28,1,269,4,
2484804,Beautiful modern apartment in Champel,12712736,Sylvie,,Commune de Genève,46.18465,6.15761,Entire home/apt,194,60,1,2019-12-15,0.04,1,329,0,
2510707,Little room to rent in house,12853341,Natascha,,Vernier,46.19869,6.09437,Private room,90,30,11,2018-10-30,0.17,2,364,0,
2539227,"Top central, 1 min walkto Jet d'Eau",8010699,Ina,,Commune de Genève,46.20548,6.16182,Private room,107,1,20,2019-05-25,0.21,1,87,0,
2664733,Magnificent villa in Geneva,13638515,Gudrun,,Chêne-Bougeries,46.17677,6.17199,Entire home/apt,979,4,49,2021-08-14,0.53,1,254,3,
2675341,Superbe appartement Vieille-Ville,530239,Anne,,Commune de Genève,46.20183,6.15048,Entire home/apt,120,7,12,2019-07-19,0.13,2,328,0,
2675703,Apartment in the heart of Geneva,13699035,Hervé,,Commune de Genève,46.2036,6.15926,Entire home/apt,130,5,52,2021-09-17,0.56,1,54,2,
2707979,Nice studio in Malagnou,7499688,Monica,,Commune de Genève,46.1972,6.16055,Entire home/apt,120,5,22,2021-11-06,0.26,3,365,2,
2714778,Spacious room in quiet townhouse,79458896,Kathleen,,Cologny,46.20699,6.19498,Private room,65,60,22,2021-12-01,0.36,1,364,2,
2742038,Charmant studio très bien situé,14029733,Viosa,,Commune de Genève,46.21583,6.14753,Entire home/apt,165,1,15,2018-02-13,0.16,1,365,0,
2777113,Single room close to Geneva city center,4135904,Catherine,,Commune de Genève,46.19308,6.13925,Private room,50,6,19,2021-09-05,0.21,1,304,1,
2940931,"Spacieuse, confortable chambre avec balcon",13921113,Marie-Antoinette,,Plan-les-Ouates,46.16422,6.11381,Private room,55,3,31,2020-09-05,0.35,2,10,0,
2974328,Charming 1 bedroom in Plainpalis,4914949,Amy,,Commune de Genève,46.19159,6.14271,Entire home/apt,111,1,57,2021-12-12,0.63,1,9,9,
2981431,Bedroom(#3) in modern apartment,2388229,Alberto,,Grand-Saconnex,46.23496,6.12469,Private room,40,7,39,2021-10-31,0.43,9,6,3,
3040262,Près de Genève et aéroport,13982960,Bassim,,Avully,46.16715,5.99505,Private room,47,3,20,2021-05-13,0.31,2,328,1,
3087183,★Cosy apartment downtown! ★,4479526,Anne,,Commune de Genève,46.2049,6.14089,Entire home/apt,99,2,25,2017-07-04,0.28,1,208,0,
3102373,Appartement plein de charme,4603456,Sandrine,,Commune de Genève,46.21464,6.14991,Entire home/apt,240,2,20,2019-08-16,0.25,1,0,0,
3108317,Little Buddha Room,10961151,Ela,,Vernier,46.21184,6.07893,Private room,60,3,18,2019-11-26,0.22,1,53,0,
3150435,Old Town 5* | Luxus Mountain View | UN 20-min,15991975,Floriane,,Commune de Genève,46.19945,6.14694,Entire home/apt,129,2,183,2021-12-14,2.00,1,155,28,
3162126,100m2 dans un écrin de verdure en pleine ville,16042091,Valérie,,Commune de Genève,46.19758,6.17304,Entire home/apt,380,2,22,2021-10-06,0.80,1,35,10,
3163290,Beautiful 1 bed flat with garden,5590503,Haris,,Plan-les-Ouates,46.16419,6.11254,Entire home/apt,110,6,34,2021-12-16,0.59,1,256,4,
3178070,GENEVA APP central,16116321,Med,,Commune de Genève,46.19335,6.1391,Entire home/apt,75,27,14,2020-11-02,0.15,2,148,0,
3314773,Appartement trois pièces avec vue,16737538,Charlotte,,Commune de Genève,46.21474,6.14862,Entire home/apt,95,3,12,2019-10-05,0.13,1,296,0,
3322739,Your cozy and clean Geneva home by Plainpalais,1022528,Michiel,,Commune de Genève,46.198,6.13858,Entire home/apt,131,7,28,2021-11-01,0.63,1,80,7,
3384278,"females only, 10min Geneva center",17074167,Majed,,Commune de Genève,46.20336,6.168,Private room,47,1,153,2017-08-24,1.69,1,239,0,
3393746,chambre au calme,13921113,Marie-Antoinette,,Plan-les-Ouates,46.16389,6.11209,Private room,52,5,40,2021-12-24,0.45,2,360,2,
3418549,Large Bedroom(#2) in modern Flat,2388229,Alberto,,Grand-Saconnex,46.23553,6.12469,Private room,35,7,29,2021-10-16,0.34,9,6,4,
3423232,Splendid and quiet studio surrounded by green,17252228,Florence,,Chêne-Bougeries,46.19382,6.1829,Entire home/apt,119,3,32,2021-11-14,0.46,1,362,7,
3440524,Calm room in the city center,17339010,Nicolas,,Commune de Genève,46.20938,6.1373,Private room,54,3,62,2020-01-06,0.70,1,24,0,
3451577,GENEVA - NICE APT CENTER CAROUGE,17394977,Ali,,Carouge,46.18115,6.13724,Entire home/apt,81,2,70,2021-11-13,0.77,1,85,16,
3501433,Charmant appartement centre du Vieux Carouge,17630425,Tiffany,,Carouge,46.18207,6.14039,Entire home/apt,150,1,0,,,1,84,0,
3509380,"Light, equiped, cosy apartment GVA",4351206,Marie-Christine,,Grand-Saconnex,46.23029,6.11974,Entire home/apt,93,2,85,2021-12-12,0.98,1,208,5,
3651974,Appartement. Studio meublé,16853483,Ria,,Vernier,46.21041,6.11045,Entire home/apt,72,5,10,2021-11-21,0.21,3,357,2,
3710047,Cozy room with large balcony,18927811,Kristine,,Commune de Genève,46.21205,6.12928,Private room,150,4,0,,,1,90,0,
3716543,Genève Centre Chambre Privé (Luxe),16116321,Med,,Commune de Genève,46.19056,6.14146,Private room,75,10,2,2016-01-29,0.03,2,150,0,
3789436,Amazing Studio in Geneva,18793821,Joao,,Commune de Genève,46.21062,6.14522,Entire home/apt,120,1,91,2020-03-05,2.06,2,0,0,
3837904,big room in Carouge,19769295,Mona,,Carouge,46.19069,6.13503,Private room,49,1,97,2021-10-31,1.10,1,146,10,
3866275,Gorgeous flat 2mins from the lake!,19438758,George,,Commune de Genève,46.21047,6.15117,Entire home/apt,130,1,414,2021-11-28,4.66,4,139,43,
3948265,Big room very central (24m2)- 5th Floor NO Lift,20463144,Dani,,Commune de Genève,46.20954,6.13927,Private room,47,3,26,2020-10-16,0.36,4,360,0,
3990293,"Small cottage in the countryside, Vandoeuvres/GVA",661415,Diana,,Vandoeuvres,46.21473,6.21261,Entire home/apt,150,6,12,2021-12-02,0.30,1,364,8,
4032248,Cozy Bedroom with amazing view,20904062,Vania,,Commune de Genève,46.21573,6.12058,Private room,83,10,7,2020-02-29,0.11,2,316,0,
4146046,"Geneva  center : Luxe, bright and calm",21509285,Charlotte,,Commune de Genève,46.21204,6.13113,Entire home/apt,94,3,23,2020-03-19,0.26,2,310,0,
4158583,ENTIRE flat in center,5474511,Gavin,,Commune de Genève,46.20976,6.13875,Entire home/apt,170,111,20,2019-12-14,0.28,1,362,0,
4179942,Individual room in central location by the lake,2674054,Sylvain,,Commune de Genève,46.20966,6.14647,Private room,66,1,1,2021-12-19,1,1,364,1,
4190063,Prestigious 100sqm center Geneva,3060569,Hind,,Commune de Genève,46.2088,6.14405,Entire home/apt,244,7,29,2017-06-09,0.34,1,116,0,
4264696,Your home... 10' walk Downtown!,22138576,Dani,,Commune de Genève,46.19397,6.16119,Entire home/apt,142,1,52,2016-03-21,0.59,2,0,0,
4293517,Room to Rent,22289041,Samuel,,Genthod,46.25865,6.15325,Private room,75,1,4,2018-03-07,0.06,2,365,0,
4320491,Bedroom in a House,22431546,Iris & Dorin,,Onex,46.18144,6.09675,Private room,49,1,237,2020-02-14,2.75,3,196,0,
4422262,STUDIO exceptionnel 28m2 avec petit jardin,21533388,Natalia,,Plan-les-Ouates,46.17215,6.1115,Entire home/apt,120,3,30,2021-08-19,0.37,1,0,2,
4563408,Appartement de luxe. 180 m2,16853483,Ria,,Vernier,46.20833,6.10977,Entire home/apt,211,2,19,2019-09-24,0.23,3,80,0,
4581470,Gardenhouse in the heart of Carouge,22943191,Daniel,,Carouge,46.18202,6.14093,Entire home/apt,132,3,57,2021-11-20,0.83,1,58,17,
4596168,Charming apartment in Plainpalais,7026997,Yannick,,Commune de Genève,46.2,6.13921,Entire home/apt,110,2,18,2021-11-07,0.53,1,116,3,
4674252,Nice flat in Geneva center (FG),10409307,David,,Commune de Genève,46.19029,6.14491,Entire home/apt,98,14,13,2021-06-01,0.15,27,269,1,
4677724,Amazing studio with Jetd'eau view !,6475718,Rahul,,Commune de Genève,46.20979,6.14919,Entire home/apt,139,1,7,2021-10-01,0.10,1,364,1,
4769087,Petite chambre dans une maison,22431546,Iris & Dorin,,Onex,46.17955,6.09514,Private room,49,2,159,2019-11-30,1.94,3,116,0,
4798214,Geneva attractive central apartment,24724047,José,,Commune de Genève,46.19471,6.1474,Entire home/apt,106,4,49,2020-09-27,0.59,2,0,0,
4799361,Grand 2 pièces lumineux proche Vieille Ville/lac,24728835,Helena,,Commune de Genève,46.19751,6.15876,Entire home/apt,119,5,40,2021-04-03,0.62,1,311,2,
4827173,Ultra central à Genève,619892,Michèle,,Commune de Genève,46.21263,6.14632,Private room,62,2,133,2021-12-17,1.58,1,66,16,
4830093,"One block to the lake. Big room, very central.",10483398,Joao,,Commune de Genève,46.21153,6.14833,Private room,65,5,16,2019-06-13,0.19,1,0,0,
4843398,Studio Confortable près de l'ONU,21626145,Sofia,,Commune de Genève,46.21093,6.1269,Entire home/apt,85,1,76,2020-03-02,0.93,1,328,0,
4844036,L'Olla e' los Burgaos,22138576,Dani,,Commune de Genève,46.19364,6.14462,Entire home/apt,30,1,1,2016-04-01,0.01,2,0,0,
4860124,"Room in Carouge, all commodities",25000352,Dominique,,Carouge,46.1814,6.13814,Private room,65,1,0,,,1,88,0,
4865632,Petit appartement à louer,16804575,Alessandro,,Commune de Genève,46.19778,6.162,Entire home/apt,100,7,0,,,1,83,0,
4869297,Cosy flat in GVA,21625352,Ben,,Commune de Genève,46.20668,6.12819,Entire home/apt,140,4,57,2021-12-18,0.71,1,57,8,
4887567,Spacious and beautiful 2-story loft,25145482,Miguel,,Commune de Genève,46.21095,6.14267,Entire home/apt,289,3,163,2021-12-08,1.94,1,338,13,
4953188,Mont Blanc view with pool,11968207,Alice,,Cologny,46.20534,6.17635,Entire home/apt,91,4,80,2021-09-01,1.06,1,147,12,
5009111,Lovely apartment with Mountain and Lake View,25557589,Olga,,Commune de Genève,46.21431,6.14708,Entire home/apt,95,2,23,2020-03-12,0.65,1,0,0,
5028852,Charming and calm studio - Geneva,4383246,Jean-Pascal,,Veyrier,46.17364,6.14371,Entire home/apt,95,4,19,2021-04-18,0.23,1,143,1,
5032353,Cosy sofa-bed at the UN doorstep,10529209,Henrique,,Commune de Genève,46.22009,6.14187,Shared room,50,3,142,2021-12-01,1.68,3,0,3,
5055787,APPARTEMENT 2 PIECES MEUBLEES,26104132,Cosette,,Commune de Genève,46.19038,6.15888,Entire home/apt,110,5,27,2021-09-17,0.33,1,363,2,
5071668,Charmante chambre dans villa,5163952,Yael,,Vernier,46.21968,6.0877,Private room,75,3,19,2019-09-25,0.23,1,365,0,
5111081,Your suite close to the airport,6070072,Emilie,,Meyrin,46.22562,6.10843,Entire home/apt,113,1,300,2021-11-04,3.59,2,344,22,
5120419,"Geneva center, 2 bedrooms apt w/AC",9005801,Christine,,Commune de Genève,46.2038,6.14518,Entire home/apt,325,1,30,2021-10-13,0.36,9,361,3,
5137416,Top center panoramic views Geneva,8548638,Anne-Monique,,Commune de Genève,46.20677,6.13482,Entire home/apt,450,7,33,2021-07-03,0.43,1,61,5,
5178823,Nice private room in Nations area,10529209,Henrique,,Commune de Genève,46.22018,6.1414,Private room,75,30,111,2021-11-13,1.32,3,364,3,
5233073,Beautiful Last Floor Room with View,2052327,Luigi,,Lancy,46.17579,6.11718,Private room,79,1,6,2016-12-21,0.07,1,360,0,
5247146,Cozy Studio Eaux Vives,21521753,Nadja,,Commune de Genève,46.20147,6.16684,Entire home/apt,88,3,26,2020-12-19,0.34,2,331,0,
5296496,Appartement à Genève centre,1491046,Lara,,Commune de Genève,46.21533,6.14899,Entire home/apt,148,3,47,2021-10-07,0.62,1,295,2,
5304033,Grande Chambre,16853483,Ria,,Vernier,46.21015,6.11099,Private room,93,3,8,2021-11-17,0.10,3,80,1,
5400013,Cosy charming 3 rooms at the center,17206601,Aurelia,,Commune de Genève,46.214,6.13356,Entire home/apt,125,2,69,2021-11-28,0.91,1,74,6,
5436950,Geneva international motor show - independent flat,7213424,Richard,,Satigny,46.20617,6.03003,Private room,85,3,8,2019-03-07,0.11,1,116,0,
5455569,Geneva central appartment,24724047,José,,Commune de Genève,46.19471,6.1474,Entire home/apt,107,3,75,2021-12-20,0.90,2,0,19,
5487662,Apartment in the Geneva center Plainpalais,28456554,Kris,,Commune de Genève,46.19313,6.14361,Entire home/apt,50,30,0,,,1,327,0,
5506730,"Designer's Appartment, City Center",1018397,Gabe,,Commune de Genève,46.1971,6.13604,Entire home/apt,140,2,33,2019-08-31,0.40,1,0,0,
5517400,Lovely apartment-City center,28407549,Nadege,,Commune de Genève,46.20162,6.15815,Entire home/apt,131,7,27,2021-11-21,0.33,1,15,3,
5559199,Lake:5min and UN:20min (female),28819967,Chon,,Versoix,46.27676,6.16753,Private room,57,15,10,2019-09-30,0.13,1,344,0,
5616194,Cosy and modern apartment in Geneva,9945309,Tamara,,Chêne-Bourg,46.19966,6.19874,Entire home/apt,136,3,12,2020-02-16,0.19,2,21,0,
5686998,Nice flat on top floor in downtown,15573192,Yao,,Commune de Genève,46.2044,6.13418,Private room,69,2,215,2021-12-06,2.61,1,170,28,
5690517,Nice modern bedroom with balcony,1994454,Oscar,,Commune de Genève,46.18916,6.13963,Private room,48,14,21,2018-02-14,0.26,3,329,0,
5690631,"❤️Tiny, comfortable bedroom with balcony access",1994454,Oscar,,Carouge,46.1881,6.13914,Private room,43,7,37,2021-12-17,0.46,3,331,2,
5740336,"Central
UN Organisations & airport & city center",29773018,Zied,,Commune de Genève,46.21357,6.12506,Entire home/apt,82,10,59,2020-12-23,0.73,1,269,0,
5759222,Charmant 2 pièces aux Pâquis à 2 mim lac,4940,Ines,,Commune de Genève,46.21122,6.14816,Entire home/apt,95,3,6,2019-02-22,0.09,1,182,0,
5817333,Entire appartment perfect location,5106559,Philip,,Commune de Genève,46.211,6.14855,Entire home/apt,386,2,36,2021-07-11,0.44,1,364,1,
